Compilation of narcotics laws, treaties, and executive documents	United States. Library of Congress. Congressional Research Service. United States. Congress. House. Committee on Foreign Affairs.	U.S. G.P.O. : For sale by the Supt. of Docs., Congressional Sales Office,	1986	Y 4.F 76/1:N 16/11	google	PST	https://catalog.hathitrust.org/Record/7056224	Limited View
The numerical solution of non-linear differential equations by the method of steepest descent	Fischbach, Joseph W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-646	google	GWLA	https://catalog.hathitrust.org/Record/101827276	Full View
The B-H6 tube light source for interferometry	Bergdolt, V. E. Shear, D. D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-656	google	GWLA	https://catalog.hathitrust.org/Record/101827277	Full View
Spiral yawing motions of 81mm M56 shell	Zaroodny, Serge J. Bomberger, Earl E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-682	google	GWLA	https://catalog.hathitrust.org/Record/101827278	Full View
Fringes with heterochromatic light	Sleator, D. B. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-683	google	GWLA	https://catalog.hathitrust.org/Record/101827279	Full View
The numerical solution of Laplace's equation on ORDVAC	Young, David. Lerch, Francis. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-708	google	GWLA	https://catalog.hathitrust.org/Record/101827280	Full View
Effect of spin on aerodynamic properties of bodies of revolution	Schmidt, L. E. Murphy, C. H. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-715	google	GWLA	https://catalog.hathitrust.org/Record/101827281	Full View
The yawing of a projectile whose moment changes sign	Galbraith, A. S. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-740	google	GWLA	https://catalog.hathitrust.org/Record/101827282	Full View
A statistical comparison of two methods of interferogram reduction	Bennett, F. D. Bartos, J. M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-748	google	GWLA	https://catalog.hathitrust.org/Record/101827283	Full View
On the free flight drag determination of a finned configuration (RM-10) flying at critical Reynolds numbers	Nicolaides, John D. Karpov, B. G. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1953	Y 3.At 7:22/BRLM-751	google	GWLA	https://catalog.hathitrust.org/Record/101827284	Full View
The dynamic properties of pure cones and cone cylinders	Schmidt, L. E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-759	google	GWLA	https://catalog.hathitrust.org/Record/101827285	Full View
Bounds on errors in KD caused by random errors of measurement in a five station range	Bennett, F. D. Bartos, J. M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-780	google	GWLA	https://catalog.hathitrust.org/Record/101827286	Full View
A plastic-rigid theory of the response of beams to air blast loading	Allen, Frank J. Rally, F. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-811	google	GWLA	https://catalog.hathitrust.org/Record/101827287	Full View
Magnus effect in the case of rotating cylinders and shell	Buford, William E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-821	google	GWLA	https://catalog.hathitrust.org/Record/101827288	Full View
Aerodynamic properties of 4.9-calibers long, square based shell at transonic speeds	Schmidt, L. E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-824	google	GWLA	https://catalog.hathitrust.org/Record/101827289	Full View
Some applications of gradient methods	Fischbach, Joseph W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-828	google	GWLA	https://catalog.hathitrust.org/Record/101827290	Full View
High-speed computing machine calculation of supersonic axisymmetric flows	Clark, Martha W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-830	google	GWLA	https://catalog.hathitrust.org/Record/101827291	Full View
Trajectory models in mortar fire	Zaroodny, Serge J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-833	google	GWLA	https://catalog.hathitrust.org/Record/101827292	Full View
The response of simple beams with a central mass to a constant force applied instantaneously at the center	Gay, H. P. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-837	google	GWLA	https://catalog.hathitrust.org/Record/101827293	Full View
The effect of boattailing on the drag coefficient of cone-cylinder projectiles at supersonic velocities	Dickinson, Elizabeth R. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-842	google	GWLA	https://catalog.hathitrust.org/Record/101827294	Full View
The drag properties of several winged and finned cone-cylinder models	MacAllister, Leonard C. Roschke, E. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-849	google	GWLA	https://catalog.hathitrust.org/Record/101827295	Full View
Two machine methods for determination of eigenvalues and eigenvectors of real symmetric matrices	Reitwiesner, George W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-850	google	GWLA	https://catalog.hathitrust.org/Record/101827296	Full View
Quick methods for estimating the static aerodynamic coefficients of shell	Wood, R. M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-854	google	GWLA	https://catalog.hathitrust.org/Record/101827297	Full View
An exact re-statement of the equations of motion of a rigid projectile for use with modern computing machinery	Zaroodny, Serge J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1954	Y 3.At 7:22/BRLM-856	google	GWLA	https://catalog.hathitrust.org/Record/101827298	Full View
Aerodynamic derivatives for both steady and non-steady motion of slender bodies	Wood, R. M. Murphy, C. H. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-880	google	GWLA	https://catalog.hathitrust.org/Record/101827299	Full View
Self-aligning rockets	Zaroodny, S. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-884	google	GWLA	https://catalog.hathitrust.org/Record/101827300	Full View
The drag and stability properties of the hemispherical base shell, 75mm, T50E2	Roschke, E. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-927	google	GWLA	https://catalog.hathitrust.org/Record/101827301	Full View
The aerodynamic properties of the 105mm HE shell, MI, in subsonic and transonic flight	Roecker, Eugene T. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-929	google	GWLA	https://catalog.hathitrust.org/Record/101827302	Full View
Effect of a hemispherical base on the aerodynamic characteristics of shell	Deitrick, Ralph E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-947	google	GWLA	https://catalog.hathitrust.org/Record/101827303	Full View
Aerodynamic properties of the 2.75-inch rocket T131	MacAllister, Leonard C. Rogers, W. K., Jr. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-948	google	GWLA	https://catalog.hathitrust.org/Record/101827304	Full View
Analog computer simulation of flight characteristics of two 90mm fin stablized shell T108E40 and T316	Schmidt, J. M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1955	Y 3.At 7:22/BRLM-953	google	GWLA	https://catalog.hathitrust.org/Record/101827305	Full View
Shock tube pulse shaper	Herrmann, R. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-958	google	GWLA	https://catalog.hathitrust.org/Record/101827306	Full View
Refraction operators and ray tracing through cones of constant index	Bennett, F. D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-968	google	GWLA	https://catalog.hathitrust.org/Record/101827307	Full View
Exploding wire light source for high speed interferometry	Lewis, M. R. Sleator, D. B. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-975	google	GWLA	https://catalog.hathitrust.org/Record/101827308	Full View
Potential energy of yaw in static case	Zaroodny, S. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-979	google	GWLA	https://catalog.hathitrust.org/Record/101827309	Full View
Drag and dispersion of banded spheres with and without stings	Roschke, E. J. Piddington, M. J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-995	google	GWLA	https://catalog.hathitrust.org/Record/101827310	Full View
Data reduction of the yaw and swerve of a fin-stabilized missile with a roll varying through resonance for a high speed electronic digital computer	Yonda, Alfred W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-1042	google	GWLA	https://catalog.hathitrust.org/Record/101827311	Full View
The effects of Reynolds number, Mach number, spin rate, and other variables on the aerodynamics of spheres at subsonic and transonic velocities	Sabin, C. M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1956	Y 3.At 7:22/BRLM-1044	google	GWLA	https://catalog.hathitrust.org/Record/101827312	Full View
Universal curves for spin histories of vacuum trajectories	Hodes, Betty Ann. Kistler, Ingeborg B. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1059	google	GWLA	https://catalog.hathitrust.org/Record/101827313	Full View
Effect of Magnus torque on the yaw damping of the 90-mm T108E46 shell	Piziali, Raymond. MacAllister L. C. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1076	google	GWLA	https://catalog.hathitrust.org/Record/101827314	Full View
Expected coverage of a circular target with a salvo of N area-kill weapons	Groves, Arthur D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1084	google	GWLA	https://catalog.hathitrust.org/Record/101827315	Full View
Air blast loading on three-dimensional scale models of a semi-cylinder	Smith, F. B., c Jr. Keefer, J. H. Rines, E. G. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1092	google	GWLA	https://catalog.hathitrust.org/Record/101827316	Full View
Aerodynamic properties of a caliber 0.50 bullet with reflex boattail	Piddington, Maynard J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1108	google	GWLA	https://catalog.hathitrust.org/Record/101827317	Full View
The aerodynamic properties of a spike-nosed shell at transonic velocities	Sabin, C. P. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1957	Y 3.At 7:22/BRLM-1112	google	GWLA	https://catalog.hathitrust.org/Record/101827318	Full View
Some aerodynamic properties of three 105mm shell, M1, T377 and T107	Boyer, Eugene D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1958	Y 3.At 7:22/BRLM-1144	google	GWLA	https://catalog.hathitrust.org/Record/101827319	Full View
Chronograph error in drag measurements	Kahl, George D. Bennett, F. D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1958	Y 3.At 7:22/BRLM-1161	google	GWLA	https://catalog.hathitrust.org/Record/101827320	Full View
Supersonic drag and base pressure of a 70©� cone cylinder	Kahl, George D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1958	Y 3.At 7:22/BRLM-1178	google	GWLA	https://catalog.hathitrust.org/Record/101827321	Full View
Measurement of frequency response of pressure gauges by a high-pressure shock tube technique	Pfaff, S. P. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1958	Y 3.At 7:22/BRLM-1179	google	GWLA	https://catalog.hathitrust.org/Record/101827322	Full View
Visualization of cylindrical shock waves	Bennett, F. D. Shear, D. D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1959	Y 3.At 7:22/BRLM-1199	google	GWLA	https://catalog.hathitrust.org/Record/101827323	Full View
A multiple mercury manometer read by the capacitive method	Bomelburg, Herbert J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1959	Y 3.At 7:22/BRLM-1205	google	GWLA	https://catalog.hathitrust.org/Record/101827324	Full View
Aerodynamic properties of a 105mm model of the 8" T347E1 shell	Boyer, Eugene D. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1959	Y 3.At 7:22/BRLM-1213	google	GWLA	https://catalog.hathitrust.org/Record/101827325	Full View
The drag and stability of a circular wedge airfoil in supersonic flight	Piddington, Maynard J. Murphy, Charles H. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1245	google	GWLA	https://catalog.hathitrust.org/Record/101827326	Full View
Comments on the use of guns to launch high altitude probes	MacAllister, Leonard C. Bradley, J. W. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1252	google	GWLA	https://catalog.hathitrust.org/Record/101827327	Full View
Studies of the deformation mechanics of an impulsively loaded copper single crystal	Moss, G. Glass, C. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1257	google	GWLA	https://catalog.hathitrust.org/Record/101827328	Full View
A comparison of the dynamic and the static stress-strain curve in sand under confined and unconfined conditions	Thompson, A. A. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1262	google	GWLA	https://catalog.hathitrust.org/Record/101827329	Full View
The comparison of strain and kinetic energy in a plastic wave moving through sand	Thompson, A. A. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1263	google	GWLA	https://catalog.hathitrust.org/Record/101827330	Full View
The generation and propagation of seismic energy from a buried explosive source	Thompson, A. A. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1267	google	GWLA	https://catalog.hathitrust.org/Record/101827331	Full View
Advances in the dynamic analysis of range data	Murphy, Charles H. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1270	google	GWLA	https://catalog.hathitrust.org/Record/101827332	Full View
Shock pressures in tunnels oriented face-on and side-on to a long duration blast wave	Clark, Robert O. Taylor, William J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1280	google	GWLA	https://catalog.hathitrust.org/Record/101827333	Full View
Stress function theory for linearly viscoelastic solids	Elder, A. S. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1282	google	GWLA	https://catalog.hathitrust.org/Record/101827334	Full View
The effects of annular rings and grooves, and of body undercuts on the aerodynamic properties of a cone-cylinder projectile at M = 1.72	Dickinson, Elizabeth R. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1284	google	GWLA	https://catalog.hathitrust.org/Record/101827335	Full View
Study of hypervelocity micro-particle cratering	Richards L. G. Holloway, L. S. U.S. Atomic Energy Commission. U.S. Army Ballistic Research Laboratory.	Ballistic Research Laboratories,	1960	Y 3.At 7:22/BRLM-1286	google	GWLA	https://catalog.hathitrust.org/Record/101827336	Full View
Wind tunnel testing facilities at the Ballistic Research Laboratories	McMullen, J. C. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1292	google	GWLA	https://catalog.hathitrust.org/Record/101827337	Full View
The effect of a rotating band upon some aerodynamic coefficients of the seven-caliber Army-Navy spinner rocket at Mach 1.8	Scott, W. E. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1302	google	GWLA	https://catalog.hathitrust.org/Record/101827338	Full View
An interesting sabot design	Murphy, Charles H. Taylor, Glenn. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1960	Y 3.At 7:22/BRLM-1304	google	GWLA	https://catalog.hathitrust.org/Record/101827339	Full View
An experimental study of data capsule ejection through a nose-cone trailing wake	MacAllister, Leonard C. Smith, Anthony M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1325	google	GWLA	https://catalog.hathitrust.org/Record/101827340	Full View
Miniature piezoelectric gages for measuring transient pressures on airfoils	Baker, W. E. Ewing, W. O., Jr. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1329	google	GWLA	https://catalog.hathitrust.org/Record/101827341	Full View
A double-charge technique to measure face-on blast	Olson, W. Wenig, J. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1347	google	GWLA	https://catalog.hathitrust.org/Record/101827342	Full View
Planar limit motion of nonspinning symmetric missiles acted on by cubic aerodynamic moments	Murphy, Charles H. Hodes, Betty A. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1358	google	GWLA	https://catalog.hathitrust.org/Record/101827343	Full View
Derivation of equations for the stresses and strains in a cylindrical viscoelastic case-bonded grain	Elder, A. S. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1359	google	GWLA	https://catalog.hathitrust.org/Record/101827344	Full View
Tables of cylindrical blast functions for [gamma] = 5/3 and [gamma] = 7/5	Gerber, Nathan. Bartos, Joan M. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1961	Y 3.At 7:22/BRLM-1376	google	GWLA	https://catalog.hathitrust.org/Record/101827346	Full View
Growth of the turbulent wake behind a supersonic sphere	Murphy, Charles H. Dickinson, Elizabeth R. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1962	Y 3.At 7:22/BRLM-1388	google	GWLA	https://catalog.hathitrust.org/Record/101827347	Full View
Two wavelength, streak interferometry of an ionized, heavy gas	Bennett, F. D. Shear, D. D. Burden, H. S. U.S. Army Ballistic Research Laboratory. U.S. Atomic Energy Commission.	Aberdeen Proving Ground,	1963	Y 3.At 7:22/BRLM-1448	google	GWLA	https://catalog.hathitrust.org/Record/101827349	Full View
Ticks of public health importance and their control	Center for Disease Control. Vector Biology and Control Division.	U. S. Dept. of Health, Education and Welfare, Public Health Service, Center for Disease Control, Bureau of Tropical Diseases, Vector Biology and Control Division,	1978		google	UIUC	https://catalog.hathitrust.org/Record/102185439	Full View
Federal libraries and information centers in the United States	National Center for Education Statistics. United States. Office of Educational Research and Improvement.	U.S. Department of Education, Office of Educational Research and Improvement,	1996		google	UIUC	https://catalog.hathitrust.org/Record/102185928	Full View
The proposed fiscal 1979 budget, what it means for older Americans	United States. Congress. Senate. Special Committee on Aging.	U.S. Govt. Print. Off.,	1978	Y 4.Ag4: B85/979	google	UIUC	https://catalog.hathitrust.org/Record/11420546	Full View
Rheumatic fever and rheumatic heart disease	National Heart Institute (U.S.) Sherman, May.	National Heart Institute, Extramural Programs	1966	FS 2.22:R 34/2	google	UIUC	https://catalog.hathitrust.org/Record/102185705	Limited View
Suggestions for temporary erosion and siltation control measures	Dunkley, Clement L. United States. Federal Highway Administration.	Dept. of Trasnportation, Federal Highway Administration, Region One,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102185382	Full View
Principles of the heat treatment of steel by the Metallurgical staff of the Bureau of standards	United States. National Bureau of Standards.		1929		google	UIUC	https://catalog.hathitrust.org/Record/102185623	Limited View
Current references and information services for policy decision-making in state and local government labor relations	United States. Division of Public Employee Labor Relations. Donahue, Gilbert Eugene.		1971		google	UIUC	https://catalog.hathitrust.org/Record/1192743	Limited View
Production and fertilizer use of urea	Merz, Albert R. (Albert Ronald), 1887- Brown, B. E. (Bailey Edgar), 1879-	U.S. Dept. of Agriculture,	1943		google	UIUC	https://catalog.hathitrust.org/Record/102184442	Full View
Agricultural/biological vocabulary	National Agricultural Library (U.S.)	The Library,	1968		google	UIUC	https://catalog.hathitrust.org/Record/102185365	Full View
National Arhcives [i.e. Archives] and Records Service (NARS) twenty year preservation plan	United States. National Archives and Records Service. Schofer, Ralph. Calmes, Alan. Eberhardt, Keith R.	U.S. Dept. of Commerce, National Bureau of Standards,	1985		google	UIUC	https://catalog.hathitrust.org/Record/102185627	Full View
Classification. Class KL-KWX. Law of Asia and Eurasia, Africa, Pacific area, and Antarctica	Library of Congress. Goldberg, Jolande E. Library of Congress. Cataloging Policy and Support Office.	Library of Congress : For sale by the Cataloging Distribution Service,	1993	LC 26.9:KL-KWX/V.1-2	google	UIUC	https://catalog.hathitrust.org/Record/102185367	Full View
FSCS	Podolsky, Arthur National Center for Education Statistics.	U.S. Dept. of Education, National Center for Education Statistics,	1989	ED 1.102:L 61x	google	UIUC	https://catalog.hathitrust.org/Record/102185419	Full View
Statistics of public libraries 1977-1978	Eckard, Helen M. National Center for Education Statistics.	National Center for Education Statistics,	1982		google	UIUC	https://catalog.hathitrust.org/Record/102185500	Full View
The symbiosis of plants and people	Mahlstede, John P. United States. Agricultural Research Service.	U.S. Dept. of Agriculture, Agricultural Research Service,	1975	A 77.10:M 27	google	UIUC	https://catalog.hathitrust.org/Record/102161180	Full View
Environmental impact of land use on water quality (a work plan)	Allen County Soil and Water Conservation District (Ind.) United States. Environmental Protection Agency.	U.S. Environmental Protection Agency, Region V,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102185603	Full View
The test weight of grain	Boerner, E. G. (Emil George), 1878- Ropes, Elihu Harrison, 1876-	U.S. Dept. of Agriculture,	1922	A 1.3:1065	google	UIUC	https://catalog.hathitrust.org/Record/102160278	Full View
Dry-land pasture crops for hogs at Huntley, Mont	Seamans, A. E. (Arthur Edgerton), 1889-1970. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1923	A 1.3:1143	google	UIUC	https://catalog.hathitrust.org/Record/102160279	Full View
Comparative spinning tests of superior varieties of cotton (grown under weevil conditions in the southeastern states	Meadows, William R. (William Ransom), 1875- Blair, William Gardiner, 1884- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1923	A 1.3:1148	google	UIUC	https://catalog.hathitrust.org/Record/102160384	Full View
Farm ownership and tenancy in the Black Prairie of Texas	Sanders, J. T. (Jesse Thomas), 1889-	U.S. Dept. of Agriculture,	1922	A 1.3:1068	google	UIUC	https://catalog.hathitrust.org/Record/102185553	Full View
Farm mortgage loans by banks, insurance companies, and other agencies	Valgren, V. N. (Victor Nelson), b. 1876. Engelbert, Elmer E. (Elmer Eugene), 1897-	U.S. Dept. of Agriculture,	1921	A 1.3:1047	google	UIUC	https://catalog.hathitrust.org/Record/102185651	Full View
Wearing qualities of shoe leathers	Veitch, F. P. (Fletcher Pearre), 1868-1943. Clarke, Ira D. (Ira Doup), 1890- Frey, R. W. (Ralph Wylie), 1889-	U.S. Dept. of Agriculture,	1923	A 1.3:1168	google	UIUC	https://catalog.hathitrust.org/Record/102183857	Full View
Experiments with emmer, spelt, and einkorn	Martin, John H. (John Holmes), 1893- Leighty, C. E. (Clyde Evert), 1882- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1197	google	UIUC	https://catalog.hathitrust.org/Record/102184446	Full View
Effect of feeding turnips on the flavor and odor of milk	Babcock, C. J.	U.S. Dept. of Agriculture,	1923	A 1.3:1208	google	UIUC	https://catalog.hathitrust.org/Record/102184447	Full View
Cost of producing winter wheat in central Great Plains region of the United States	Washburn, R. S. (Raymond Secord), 1887- United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1198	google	UIUC	https://catalog.hathitrust.org/Record/102184517	Full View
Sources of supply and conditions of employment of harvest labor in the wheat belt	Lescohier, Don D. (Don Divance), 1883-1961. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1211	google	UIUC	https://catalog.hathitrust.org/Record/102184518	Full View
Tentative standard methods of sampling and testing highway materials	American Association of State Highway Officials. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1216	google	UIUC	https://catalog.hathitrust.org/Record/102184581	Full View
Farm labor in Massachusetts, 1921	Folsom, Josiah C. (Josiah Chase), 1888-1970. United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1220	google	UIUC	https://catalog.hathitrust.org/Record/102184582	Full View
Development and present status of farmers' cooperative business organizations	Elsworth, R. H. (Ralph Henry), 1872-	U.S. Dept. of Agriculture,	1924	A 1.3:1302	google	UIUC	https://catalog.hathitrust.org/Record/102160287	Full View
Farm motor truck operation in the New England and central Atlantic states	Church, L. M. (Lillian M.), 1872-1939.	U.S. Dept. of Agriculture,	1924		google	UIUC	https://catalog.hathitrust.org/Record/102160500	Full View
Inheritance of composition in fruit through vegetative propagation	Chace, E. M. (Edward Mackay), 1874- Shamel, A. D. (Archibald Dixon), 1878- Denny, Frank Earl, 1883- Church, C. G. (Calvin Grant), 1879-	U.S. Dept. of Agriculture,	1924	A 1.3:1255	google	UIUC	https://catalog.hathitrust.org/Record/102160616	Full View
The capillary distribution of moisture in soil columns of small cross section	McLaughlin, Walter W. (Walter Wesley) United States. Department of Agriculture.	U.S. Dept. of Agriculture,	1924	A 1.3:1221	google	UIUC	https://catalog.hathitrust.org/Record/102184449	Full View
