title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Field artillery field manual	United States. War Department.	G.P.O.,	1940		google	SRLF	https://catalog.hathitrust.org/Record/102263390	Full View
Continuing education and psychiatrists	Carmichael, Hugh T. (Hugh Thompson), 1898-1980. National Institute of Mental Health (U.S.)	National Institute of Mental Health ; Washington, D.C. : for sale by the Supt. of Docs., U. S. Govt. Print. Off.,	1975		google	SRLF	https://catalog.hathitrust.org/Record/102263247	Full View
The Personnel of the Army of the United States		U.S.G.P.O.,	1942		google	SRLF	https://catalog.hathitrust.org/Record/102263330	Full View
Military reservations	United States. War Department.	U.S. Govt. Print. Off.,	1940		google	SRLF	https://catalog.hathitrust.org/Record/102263395	Full View
Personal affairs of military personnel and aid for their dependents, 1944	United States. War Department.	U.S. Govt. Prin. Off.,	1944		google	SRLF	https://catalog.hathitrust.org/Record/102263396	Full View
An annotated bibliography on mental health in the schools	Westler, Jean A. National Institute of Mental Health (U.S.)	National Institute of Mental Health; [For sale by the Supt. of Docs., U.S. Govt. Print. Off., Washington,	1973		google	SRLF	https://catalog.hathitrust.org/Record/102263405	Full View
Centralization, maintenance, and servicing of noncurrent clinical records	United States. Veterans Administration.	War Dept. : U.S. G.P.O.,	1945		google	SRLF	https://catalog.hathitrust.org/Record/102263251	Full View
Yours, mine & ours	Duffin, Sharyn R. National Institute of Mental Health (U.S.)	Dept. of Health, Education, and Welfare, Public Health Service, Alcohol, Drug Abuse, and Mental Health Administration,	1978	HE 20.8102:Y 8/2	google	SRLF	https://catalog.hathitrust.org/Record/102263262	Full View
Learning about depressive illnesses	National Institute of Mental Health (U.S.)	National Institute of Mental Health ; For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1972		google	SRLF	https://catalog.hathitrust.org/Record/102263298	Full View
Careers in psychiatry in the U. S. Public Health Service	National Institute of Mental Health (U.S.)	Department of Health, Education, and Welfare,	1963		google	SRLF	https://catalog.hathitrust.org/Record/102263322	Full View
Children at risk	National Institute of Mental Health (U.S.) Krasner, William. Isenstein, Vivian R.	Dept. of Health, Education, and Welfare, Public Health Service, Alcohol, Drug Abuse, and Mental Health Administration, National Institute of Mental Health ; for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1978	HE 20.8102:C 43/15	google	SRLF	https://catalog.hathitrust.org/Record/102263323	Full View
Lexington	National Institute of Mental Health (U.S.)	USGPO],	1971		google	SRLF	https://catalog.hathitrust.org/Record/102263324	Full View
Citizen roles in community mental health center evaluation	Peters, Suzanne. Windle, Charles D. Lichtman, Stuart A. National Institute of Mental Health (U.S.)	U. S. Dept. of Health, Education, and Welfare, Public Health Service, Alcohol, Drug Abuse, and Mental Health Administration, National Institute of Mental Health ; Washington : for sale by the Supt. of Docs., U. S. Govt. Print. Off.,	1979		google	SRLF	https://catalog.hathitrust.org/Record/102263331	Full View
Jungle warfare	United States. War Department. General Staff.	USGPO,	1941		google	SRLF	https://catalog.hathitrust.org/Record/102263401	Full View
Federal scholarship and fellowship programs and other government aids to students	Library of Congress. Legislative Reference Service. Quattlebaum, Charles A., 1902-1989.	U.S. Govt. Print. Off.,	1950	Y 4.Ed 8/1:St 9/2	google	SRLF	https://catalog.hathitrust.org/Record/102263226	Full View
Black crime	Bryce, Herrington J. National Institute of Law Enforcement and Criminal Justice.	National Institute of Law Enforcement and Criminal Justice, Law Enforcement Assistance Administration, U.S. Dept. of Justice : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1977	J1.2:B56	google	SRLF	https://catalog.hathitrust.org/Record/102263242	Full View
River and Harbor-flood Control Act of 1957	United States. Congress. House. Committee on Public Works.	U.S. Govt. Print. Off.,	1957		google	SRLF	https://catalog.hathitrust.org/Record/102263361	Full View
Personality adjustment of individual children	Ojemann, Ralph Henry, 1901-	Dept. of Classroom Teachers, American Educational Research Association of the National Education Association,	1962		google	SRLF	https://catalog.hathitrust.org/Record/102263451	Full View
Commercial security	Minnesota. Governor's Commission on Crime Prevention and Control. United States. Law Enforcement Assistance Administration.	Dept. of Justice, Law Enforcement Assistance Administration,	1977	J 1.2:Se 2/2	google	SRLF	https://catalog.hathitrust.org/Record/102263312	Full View
Courts of limited jurisdiction	National Criminal Justice Reference Service (U.S.) National Institute of Law Enforcement and Criminal Justice.	Dept. of Justice, Law Enforcement Assistance Administration, National Institute of Law Enforcement and Criminal Justice : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1979	J 26.2:C 83/2	google	SRLF	https://catalog.hathitrust.org/Record/102263321	Full View
Avoiding behavior problems	Spock, Benjamin, 1903-1998. United States. Federal Security Agency. United States. Social Security Administration. United States. Children's Bureau. New York (N.Y.). Bureau of Child Hygiene.	U.S. Children's Bureau, Social Security Administration, Federal Security Agency.	1947		google	SRLF	https://catalog.hathitrust.org/Record/102263353	Full View
The Tillage Machinery Labortory of the United States Department of Agriculture	United States. Agricultural Research Service.	Agricultural Reseach Service, United States Department of Agriculture,	1957		google	SRLF	https://catalog.hathitrust.org/Record/102263368	Full View
The nation's toughest drug law	Joint Committee on New York Drug Law Evaluation. National Institute of Law Enforcement and Criminal Justice.	National Institute of Law Enforcement and Criminal Justice, Law Enforcement Assistance Administration, U.S. Dept. of Justice,	1978	J 1.2:D 84/2	google	SRLF	https://catalog.hathitrust.org/Record/102263293	Full View
Military intelligence	United States. War Department.	U.S. G.P.O.,	1941		google	SRLF	https://catalog.hathitrust.org/Record/102263310	Full View
A review of mental health in industry	National Institute of Mental Health (U.S.). Community Services Branch.	USGPO],	1957		google	SRLF	https://catalog.hathitrust.org/Record/102263313	Full View
Learning disabilities due to minimal brain dysfunction	National Institute of Neurological and Communicative Disorders and Stroke.	Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health, National Institute of Neurological and Communicative Disorders and Stroke ; for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1976	HE 20.3502:L 47	google	SRLF	https://catalog.hathitrust.org/Record/102263325	Full View
Military police	United States. War Department.	U.S. Govt. Print. Off.,	1944		google	SRLF	https://catalog.hathitrust.org/Record/102263393	Full View
Regulations for civilian operations	United States. War Department.	U. S. Govt. Print. Off.,	1944		google	SRLF	https://catalog.hathitrust.org/Record/102263397	Full View
Signal Corps field manual	United States. War Department.	U.S. Govt. Print. Off.,	1940		google	SRLF	https://catalog.hathitrust.org/Record/102263398	Full View
Facts relating to nonbeverage liquors	United States. Bureau of Industrial Alcohol.	U.S. Govt. print. off.,	1933		google	SRLF	https://catalog.hathitrust.org/Record/102263359	Full View
Investigation of industrial centralization	United States. Congress. Senate. Special Committee to Investigate Industrial Centralization.	U.S. G.P.O.,	1944		google	SRLF	https://catalog.hathitrust.org/Record/102263380	Full View
Administration of vocational education	United States. Office of Education.	U.S. Govt. print. Off.,	1958		google	SRLF	https://catalog.hathitrust.org/Record/102263463	Full View
Report on the National Conference on Juvenile Delinquency held June 28-30, 1954, in Washington, D.C.	National Conference on Juvenile Delinquency (1954 : Washington, D.C.) United States. Children's Bureau.	U.S. Dept. of Health, Education, and Welfare, Social Security Administration, Children's Bureau,	1954		google	SRLF	https://catalog.hathitrust.org/Record/102263320	Full View
Take-over of OSRD contracts	United States. War Department.	U.S. Govt. Print. Off.,	1945		google	SRLF	https://catalog.hathitrust.org/Record/102263400	Full View
Transport of dangerous goods	United Nations. Committee of Experts on the Transport of Dangerous Goods (1957- )	United Nations,	1976		google	SRLF	https://catalog.hathitrust.org/Record/102263351	Full View
Military police in towns and cities	United States. War Department.	U.S. Govt. Print. Off.,	1945		google	SRLF	https://catalog.hathitrust.org/Record/102263394	Full View
Signal Corps field manual	United States. War Department.	U.S. Govt. Print. Off.,	1941		google	SRLF	https://catalog.hathitrust.org/Record/102263399	Full View
The United States Coast and Geodetic Survey: its work, methods, and organization	U.S. Coast and Geodetic Survey.	U.S. Govt. Print. Off.,	1928		google	SRLF	https://catalog.hathitrust.org/Record/102263206	Full View
The Bowie method of triangulation adjustment as applied to the first-order net in the western part of the United States	U.S. Coast and Geodetic Survey. Adams, Oscar S. (Oscar Sherman), 1874-1962.	U.S. Govt. print off.,	1930		google	SRLF	https://catalog.hathitrust.org/Record/102263204	Full View
Modern methods for measuring the intesity of gravity	U.S. Coast and Geodetic Survey. Swick, Clarence H. (Clarence Herbert), 1883-	Govt. Print. Off.,	1921		google	SRLF	https://catalog.hathitrust.org/Record/102263205	Full View
Earthquake investigation in the United States	U.S. Coast and Geodetic Survey. Neumann, Frank, 1892-1964.	U.S. Govt. Printing Office,	1962		google	SRLF	https://catalog.hathitrust.org/Record/102263464	Full View
Social services in international perspective	Kahn, Alfred J., 1919-2009. Kamerman, Sheila B. United States. Social and Rehabilitation Service.	U.S. Department of Health, Education and Welfare, Social and Rehabilitation Service; For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1976		google	UCLA	https://catalog.hathitrust.org/Record/102263563	Full View
Kill or get killed	Applegate, Rex. United States. Marine Corps.	U.S. Marine Corps,	1976	D 214.9/6:12-80	google	UCLA	https://catalog.hathitrust.org/Record/102263490	Full View
American students and teachers abroad	United States. Office of Education. Institute of International Studies. McIntyre, Pat Kern.	U.S. Dept. of Health, Education, and Welfare : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1976		google	UCLA	https://catalog.hathitrust.org/Record/102263659	Full View
Republican platform	Republican Party. National Convention. Committee on Resolutions. Republican National Convention (33rd : 1984 : Dallas, Tex.)	The Committee,	1984		google	UCLA	https://catalog.hathitrust.org/Record/102263597	Full View
Kabiye : grammar handbook	Sedlak, Philip A. S., 1939-	ACTION/Peace Corps,	1980		google	UCLA	https://catalog.hathitrust.org/Record/102263609	Full View
Essays on strategy, X	McMillan, Joseph. negotiations in wartime. Patrick, Timothy R. Peterson, Calvin L. Soligan, James. Sutton, Jeanne C. Thompson, Wayne C., 1943- Yuknis, Christopher A. Keel, Earl E. Dunlap, Charles L. Sommerville, Mary A. National Defense University.	National Defense University Press,	1993		google	UCLA	https://catalog.hathitrust.org/Record/102263536	Full View
Report to the President by the Emergency Board ... to investigate and report on disputes between the Pullman Co. and the Chicago, Milwaukee, St. Paul and Pacific Railroad Co., and certain of their employees represented by the Order of Railway Conductors and Brakemen	Order of Railway Conductors and Brakemen. United States. National Mediation Board. United States. Emergency Board No. 139.	U.S. G.P.O.,	1962		google	UCLA	https://catalog.hathitrust.org/Record/102263591	Full View
National Parks for the 21st century	United States. National Park Service. Our National Parks : Challenges and strategies for the 21st Century : an international symposium (October, 1991 : Vail, CO).)	National Park Service,	1993		google	UCLA	https://catalog.hathitrust.org/Record/102263578	Full View
Explaining and influencing Chinese arms transfers	Eikenberry, Karl W., 1951- National Defense University. Institute for National Strategic Studies.	Institute for National Strategic Studies, National Defense University : For sale by the Supt. of Docs., U.S. G.P.O.,	1995		google	UCLA	https://catalog.hathitrust.org/Record/102263535	Full View
Ten years later	Goldings, Jessica L., 1983- Stout, Mark, 1964- Fenner, Lorry M. Johns Hopkins University. Center for Advanced Governmental Studies. National Defense University. Conflict Records Research Center.	The Johns hopkins University Center for Advanced Governmental Studies,	2012		google	UCLA	https://catalog.hathitrust.org/Record/102263826	Full View
Summary of activities of the Subcommittee on Science, Research, and Development 1963-1972	United States. Congress. House. Committee on Science and Astronautics. Subcommittee on Science, Research, and Development.	U.S. Govt. Print. Off.,	1973	Y 4.Sci 2:92-2/BB	google	UCR	https://catalog.hathitrust.org/Record/102265819	Limited View
Watershed projects	United States. Congress (93rd, 2nd session : 1974). House. Committee on Agriculture. Subcommittee on Conservation and Credit.	U.S. Govt. Print. Off.,	1974	Y 4.Ag 8/1:W 31/6	google	UCR	https://catalog.hathitrust.org/Record/102265824	Full View
1974 U.S. agricultural outlook	Agricultural Outlook Conference (U.S.) (51st : 1973 : Washington, D.C.) United States. Congress. Senate. Committee on Agriculture and Forestry. United States. Department of Agriculture.	U.S. Govt. Print. Off.,	1974	Y 4.Ag 8/2:Ag 8/24/974	google	UCR	https://catalog.hathitrust.org/Record/102265825	Limited View
Subcommittee No. 4 hearing on H.R. 4682, to provide for the immediate disposal of certain abaca and sisal cordage fiber now held in the national stockpile	United States. Congress. House. Committee on Armed Services. Subcommittee No. 4.	U.S. G.P.O.,	1973	Y 4.Ar 5/2 a:973-74/6	google	UCR	https://catalog.hathitrust.org/Record/102265831	Full View
Special Subcommittee on Intelligence hearings on H.R. 6167 and S. 1494	United States. Congress (93rd, 2nd session : 1974). House. Committee of Armed Services. Special Subcommittee on Intelligence.	G.P.O.,	1973	Y 4.Ar 5/2 a:973-74/7	google	UCR	https://catalog.hathitrust.org/Record/102265832	Full View
Inquiry into the alleged involvement of the Central Intelligence Agency in the Watergate and Ellsberg matters	United States. Congress. House. Committee on Armed Services. Special Subcommittee on Intelligence.	U.S. Govt. Print. Off.,	1973	Y 4.Ar 5/2 a:973-74/25	google	UCR	https://catalog.hathitrust.org/Record/102265826	Full View
Subcommittee No. 3 hearing on H.R. 10369, to amend title 37, United States Code	United States. Congress. House. Committee on Armed Services. Subcommittee No. 3.	Government Printing Office,	1973	Y 4.Ar 5/2 a:973-74/26	google	UCR	https://catalog.hathitrust.org/Record/102265827	Full View
Special Subcommittee on Intelligence hearing on S. 2714 to amend section 291(b) of the Central Intelligence Agency retirement act of 1964 for certain employees, relating to cost-of-living increases, and to increase the pay and allowances of certain officers of the armed forces whose pay and allowances are not subject to adjustment to reflect changes in the consumer price index	United States. Congress. House. Committee on Armed Services. Special Subcommittee on Intelligence.	U.S. Govt. Print. Off.,	1973	Y 4.Ar 5/2 a:973-74/30	google	UCR	https://catalog.hathitrust.org/Record/102265828	Full View
Subcommittee No. 1 hearings on H.R. 5621, to provide for the presentation of a flag of the United States for deceased members of the National Guard and selected Reserve	United States. Congress. House. Committee on Armed Services. Subcommittee No. 1.	G.P.O.,	1973	Y 4.Ar 5/2 a:973-74/34	google	UCR	https://catalog.hathitrust.org/Record/102265829	Full View
Full committee consideration of Senate amendments to H.R. 12670	United States. Congress. House. Committee on Armed Services.	U.S. Govt. Print. Off.,	1974	Y 4.Ar 5/2 a:973-74/50	google	UCR	https://catalog.hathitrust.org/Record/102265830	Full View
Hearing on H.R. 13482 ... S. 2149 ... before Subcommittee No. 2 of the Committee on Armed Services	United States. Congress. House. Committee on Armed Services. Subcommittee No. 2.	U.S. Govt. Print. Off.,	1974	Y 4.Ar 5/2 a:973-74/75	google	UCR	https://catalog.hathitrust.org/Record/102265833	Full View
Forty-fourth report to Congress (January 1 through June 30, 1974) of the Department of Defense	United States. Congress. House. Committee on Armed Services. Armed Services Investigating Subcommittee. United States. Department of Defense.	U.S. G.P.O.,	1974	Y 4.Ar 5/2:D 36/2/973	google	UCR	https://catalog.hathitrust.org/Record/102265834	Full View
Détente: an evaluation	United States. Congress. Senate. Committee on Armed Services. Subcommittee on Arms Control.	U.S. Govt. Print. Off.,	1974	Y 4.AR 5/3:D 48	google	UCR	https://catalog.hathitrust.org/Record/102265835	Full View
Nomination of Callaway and Hill	United States. Congress. Senate. Committee on Armed Services.	U.S. Govt. Print. Off.,	1973	Y 4.Ar 5/3:N 72/9/973-2	google	UCR	https://catalog.hathitrust.org/Record/102265836	Full View
Veterans unemployment in the District of Columbia	United States. Congress. Senate. Committee on the District of Columbia.	U.S. Govt. Print. Off.,	1971	Y 4.D 63/2:Un 2/5	google	UCR	https://catalog.hathitrust.org/Record/102265778	Limited View
Oversight hearing on elementary and secondary education	United States. Congress. House. Committee on Education and Labor.	U.S. Govt. Print. Off.,	1972	Y 4.Ed 8/1:Ed 8/39/972-3	google	UCR	https://catalog.hathitrust.org/Record/102265779	Limited View
Educational technology	United States. Congress. House. Committee on Education and Labor. Select Subcommittee on Education.	U.S. Govt. Print. Off.,	1972	Y 4.Ed 8/1:Ed 8/38/972	google	UCR	https://catalog.hathitrust.org/Record/102265780	Full View
Mobile teachers' retirement assistance act	United States. Congress. House. Committee on Education and Labor. General Subcommittee on Labor.	U.S. Govt. Print. Off.,	1972	Y 4.ED 8/1:T 22/5/972	google	UCR	https://catalog.hathitrust.org/Record/102265781	Limited View
Proposed Fair labor standards amendments of 1971	United States. Congress. Senate. Committee on Labor and Public Welfare. Subcommittee on Labor.	U.S. Govt. Print. Off.,	1971	Y 4.F 15/4:F 15/4/971	google	UCR	https://catalog.hathitrust.org/Record/102265782	Limited View
Nominations of Laurence E. Lynn, Jr., Catherine May Bedell, and Joseph O. Parker	United States. Congress. Senate. Committee on Finance.	U.S. Govt. Print. Off.,	1971	Y 4.F 49:L 99	google	UCR	https://catalog.hathitrust.org/Record/102265783	Limited View
Survey of State public service job opportunities	United States. Congress. Senate. Committee on Finance.	U.S. Govt. Print. Off.,	1972	Y 4.F 49:P 96/12	google	UCR	https://catalog.hathitrust.org/Record/102265784	Limited View
Welfare reform--or is it?	Long, Russell B. United States. Congress. Senate. Committee on Finance.	U.S. Govt. Print. Off.,	1971	Y 4.F 49:W 45	google	UCR	https://catalog.hathitrust.org/Record/102265785	Limited View
Welfare reform	United States. Congress. Senate. Committee on Finance. Long, Russell B., 1918-	U.S. G.P.O.,	1972	Y 4.F 49:W 45/3	google	UCR	https://catalog.hathitrust.org/Record/102265786	Full View
Welfare reform	United States. Congress. Senate. Committee on Finance. Long, Russell B., 1918-	U.S. G.P.O.,	1972	Y 4.F 49:W 45/7	google	UCR	https://catalog.hathitrust.org/Record/102265788	Full View
Authorization for fiscal year 1973 for U.S. Information Agency	United States. Congress. House. Committee on Foreign Affairs. Subcommittee on State Department Organization and Foreign Operations.	U.S. Govt. Print. Off.,	1972	Y 4.F 76/1:In 3/7/973	google	UCR	https://catalog.hathitrust.org/Record/102265789	Full View
International monetary reform	United States. Congress. House. Committee on Banking and Currency. Subcommittee on International Finance. United States. Congress. Joint Economic Committee. Subcommittee on International Economics.	U.S. Govt. Print. Off.,	1974	Y 4.B 22/1:M 74/21/973-2	google	UCR	https://catalog.hathitrust.org/Record/102265837	Full View
Summary of activities, 1973	United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.	U.S. G.P.O.,	1974	Y 4.B 22/3:AC 8/973	google	UCR	https://catalog.hathitrust.org/Record/102265838	Full View
Summary of activities, 1974	United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.	U.S. G.P.O.,	1974	Y 4.B 22/3:AC 8/974	google	UCR	https://catalog.hathitrust.org/Record/102265839	Full View
Issues at the 27th General Assembly of the United Nations	United States. Congress. House. Committee on Foreign Affairs. Subcommittee on International Organizations and Movements.	U.S. Govt. Print. Off.,	1972	Y 4.F 76/1:Un 34/20	google	UCR	https://catalog.hathitrust.org/Record/102265790	Limited View
Canada-United States Interparliamentary Group	Canada-United States Interparliamentary Group. Meeting (14th : 1972 : Ottawa, Ont. and Montebello, Quebec) Church, Frank. United States. Congress. Senate. Committee on Foreign Relations. United States. Congress. Senate. Delegation to the Canada-United States Interparliamentary Group.	U.S. G.P.O.,	1972	Y 4.F 76/2:C 16/2/972	google	UCR	https://catalog.hathitrust.org/Record/102265791	Full View
Foreign assistance act of 1972	United States. Congress. Senate. Committee on Foreign Relations.	U.S. Govt. Print. Off.,	1972	Y 4.F 76/2:F 76/13/972	google	UCR	https://catalog.hathitrust.org/Record/102265792	Limited View
Greece: February 1971	Lowenstein, James G. Moose, Richard M. United States. Congress. Senate. Committee on Foreign Relations.	U.S. Govt. Print. Off.,	1971	Y 4.F 76/2:G 81/2	google	UCR	https://catalog.hathitrust.org/Record/102265793	Limited View
Nominations of Floyd H. Hyde, Michael H. Moskow, H.R. Crawford, Sol Mosher, and James L. Mitchell	United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.	U.S. Govt. Print. Off.,	1973	Y 4.B 22/3:N 53/3	google	UCR	https://catalog.hathitrust.org/Record/102265840	Full View
Nominations--February-March 1973	United States. Congress. Senate. Committee on Commerce.	U.S. Govt. Print. Off.,	1973	Y 4.C 73/2:93-15	google	UCR	https://catalog.hathitrust.org/Record/102265842	Full View
Nominations--June-August 1973	United States. Congress. Senate. Committee on Commerce.	U.S. Govt. Print. Off.,	1973	Y 4.C 73/2:93-30	google	UCR	https://catalog.hathitrust.org/Record/102265843	Full View
Overview hearing on operations of the Department of Housing and Urban Development	United States. Congress. House. Committee on Government Operations. Legal and Monetary Affairs Subcommittee.	U.S. Govt. Print. Off.,	1971	Y 4.G 74/7:H 81/2	google	UCR	https://catalog.hathitrust.org/Record/102265794	Limited View
Great Dismal Swamp and Dismal Swamp Canal	United States. Congress. Senate. Committee on Interior and Insular Affairs. Subcommittee on Parks and Recreation.	U.S. Govt. Print. Off.,	1972	Y 4.In 8/13:G 79d	google	UCR	https://catalog.hathitrust.org/Record/102265795	Limited View
Fiscal year 1973 authorization of appropriations for the Federal saline water conversion program	United States. Congress. Senate. Committee on Interior and Insular Affairs. Subcommittee on Water and Power Resources.	U.S. Govt. Print. Off.,	1972	Y 4.IN 8/13:SA 3/11/973	google	UCR	https://catalog.hathitrust.org/Record/102265796	Limited View
Tuskegee Institute National Historical Park	United States. Congress. Senate. Committee on Interior and Insular Affairs. Subcommittee on Parks and Recreation.	U.S. Govt. Print. Off.,	1972	Y 4.In 8/13:T 87	google	UCR	https://catalog.hathitrust.org/Record/102265797	Limited View
Emergency medical services: Federal programs, proposals and other background	United States. Congress. House. Committee on Interstate and Foreign Commerce. Subcommittee on Public Health and Environment.	U.S. Govt. Print. Off.,	1972	Y 4.IN 8/4:M 46/12	google	UCR	https://catalog.hathitrust.org/Record/102265798	Limited View
Collateral relief in the Court of Claims	United States. Congress. House. Committee on the Judiciary. Subcommittee No. 2.	U.S. Govt. Print. Off.,	1972	Y 4.J 89/1:92-36	google	UCR	https://catalog.hathitrust.org/Record/102265799	Full View
Testimony of Thomas Edward Mosher	United States. Congress. Senate. Committee on the Judiciary. Subcommittee to Investigate the Administration of the Internal Security Act and Other Internal Security Laws. Mosher, Thomas Edward, 1942-	U.S. Govt. Print. Off.,	1971	Y 4.J 89/2:M 85/2/	google	UCR	https://catalog.hathitrust.org/Record/102265800	Limited View
Fuel problems of the Nation's public transportation system resulting from the current energy shortage	United States. Congress. Senate. Committee on Commerce.	U.S. Govt. Print. Off.,	1974	Y 4.C 73/2:93/119	google	UCR	https://catalog.hathitrust.org/Record/102265841	Full View
Nominations. Hearings, Ninety-second Congress, first session, on Richard J. Grunewald, of Connecticut, to be an Assistant Secretary of Labor, and Richard F. Schubert, of Pennsylvania, to be Solicitor for the Department of Labor. September 28, 1971	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. Govt. Print. Off.,	1971	Y 4.L 11/2:N 72/5/971-11	google	UCR	https://catalog.hathitrust.org/Record/102265801	Limited View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. Govt. Print. Off.,	1971	Y 4.L 11/2:N 72/5/971-5	google	UCR	https://catalog.hathitrust.org/Record/102265802	Limited View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare. United States. National Labor Relations Board.	U.S. Govt. Print. Off.,	1972	Y 4.L 11/2:N 72/5/972	google	UCR	https://catalog.hathitrust.org/Record/102265803	Limited View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. G.P.O.,	1972	Y 4.L 11/2:N 72/5/972-10	google	UCR	https://catalog.hathitrust.org/Record/102265804	Full View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. Govt. Print. Off.,	1972	Y 4.L 11/2:N 72/5/972-11	google	UCR	https://catalog.hathitrust.org/Record/102265805	Limited View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. Govt. Print. Off.,	1972	Y 4.L 11/2:N 72/5/972-12	google	UCR	https://catalog.hathitrust.org/Record/102265806	Limited View
Nomination	United States. Congress. Senate. Committee on Labor and Public Welfare.	U.S. Govt. Print. Off.,	1972	Y 4.L 11/2:N 72/5/972-9	google	UCR	https://catalog.hathitrust.org/Record/102265807	Limited View
National Guard retirement	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Retirement, Insurance, and Health Benefits.	U.S. Govt. Print. Off.,	1972	Y 4.P 84/10:92-24	google	UCR	https://catalog.hathitrust.org/Record/102265808	Full View
Briefing by Civil Service Commission	United States. Congress. House. Committee on Post Office and Civil Service.	U.S. Govt. Print. Off.,	1971	Y 4.P 84/10:92-3	google	UCR	https://catalog.hathitrust.org/Record/102265809	Limited View
Change in pay status of tobacco graders	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Employee Benefits.	U.S. Govt. Print. Off.,	1972	Y 4.P 84/10:92-38	google	UCR	https://catalog.hathitrust.org/Record/102265810	Limited View
National Guard technician reclassification	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Employee Benefits.	U.S. Govt. Print. Off.,	1972	Y 4.P 84/10:92-42	google	UCR	https://catalog.hathitrust.org/Record/102265811	Limited View
Mailing of drug samples to government officials for analysis	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Investigations. United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Postal Facilities and Mail.	U.S. Govt. Print. Off.,	1972	Y 4.P 84/10:92-44	google	UCR	https://catalog.hathitrust.org/Record/102265812	Limited View
Executive level positions--GAO	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Manpower and Civil Service.	U.S. Govt. Print. Off.,	1971	Y 4.P 84/10:92-9	google	UCR	https://catalog.hathitrust.org/Record/102265813	Limited View
Projects of the Corps of Engineers and the Soil Conservation Service	United States. Congress. Senate. Committee on Public Works. Subcommittee on Flood Control: Rivers and Harbors.	U.S. Govt. Print. Off.,	1971	Y 4.P 96/10:92-H15	google	UCR	https://catalog.hathitrust.org/Record/102265814	Limited View
Senate inquiries and investigations, Eighty-ninth, Ninetieth, and Ninety-first Congresses	United States. Congress. Senate. Committee on Rules and Administration.	U.S. G.P.O.,	1971	Y 4.R 86/2:IN 7/970	google	UCR	https://catalog.hathitrust.org/Record/102265816	Full View
Senate inquiries and investigations, Ninetieth and Ninety-first Congresses and Ninety-second Congress, first session	United States. Congress. Senate. Committee on Rules and Administration.	U.S. G.P.O.,	1972	Y 4.R 86/2:IN 7/972	google	UCR	https://catalog.hathitrust.org/Record/102265817	Full View
South Dakota flood disaster	United States. Congress. House. Committee on Public Works. Subcommittee on Flood Control and Internal Development.	U.S. Govt. Print. Off.,	1972	Y 4.P 96/11:92-42	google	UCR	https://catalog.hathitrust.org/Record/102265815	Limited View
Real estate disposal, NASA	United States. Congress. House. Committee on Science and Astronautics. Subcommittee on NASA Oversight.	U.S. Govt. Print. Off.,	1972	Y 4.SCI 2:92-2/22	google	UCR	https://catalog.hathitrust.org/Record/102265818	Limited View
Publications of the Committee on Science and Astronautics, U.S. House of Representatives, from February 1959-February 1972	United States. Congress. House. Committee on Science and Astronautics.	U.S. Govt. Print. Off.,	1972	Y 4.SCI 2:P 96/959-72	google	UCR	https://catalog.hathitrust.org/Record/102265820	Limited View
[Report to the] Committee on Veterans' Affairs, House of Representatives [entitled "Economic validation of the rating schedule"]	United States. Veterans Administration. United States. Congress. House. Committee on Veterans' Affairs.	U.S. Govt. Print. Off.,	1971	Y 4.V 64/3:R 18/3	google	UCR	https://catalog.hathitrust.org/Record/102265821	Full View
Extension of interest equalization tax	United States. Congress. House. Committee on Ways and Means.	U.S. Govt. Print. Off.,	1971	Y 4.W 36:IN 8/26/971	google	UCR	https://catalog.hathitrust.org/Record/102265822	Limited View
92d Congress legislative record of the Committee on Ways and Means, U.S. House of Representatives	United States. Congress. House. Committee on Ways and Means.	U.S. Govt. Print. Off.,	1973	Y 4.W 36:L 52/7/973	google	UCR	https://catalog.hathitrust.org/Record/102265823	Full View
